Unnamed: 0,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore
929,female,group B,some high school,standard,,married,never,yes,3.0,,5 - 10,75,75,73
372,female,group C,associate's degree,standard,none,married,regularly,no,1.0,school_bus,> 10,61,67,71
235,male,group E,high school,standard,completed,married,regularly,yes,2.0,school_bus,< 5,93,88,90
777,male,group B,bachelor's degree,standard,completed,married,regularly,yes,0.0,school_bus,5 - 10,80,73,77
539,male,group D,some college,standard,none,married,regularly,no,3.0,private,< 5,75,72,70
801,male,group D,high school,standard,none,single,regularly,yes,3.0,private,5 - 10,47,42,36
922,female,group D,some college,free/reduced,completed,married,sometimes,no,4.0,school_bus,5 - 10,67,81,80
235,female,group C,some college,free/reduced,completed,married,sometimes,no,1.0,private,> 10,50,68,69
67,female,group C,some college,standard,none,divorced,regularly,yes,1.0,private,5 - 10,71,79,66
277,female,group E,,standard,completed,single,sometimes,no,4.0,school_bus,< 5,57,62,73
824,male,group B,high school,free/reduced,none,married,,no,1.0,school_bus,5 - 10,50,50,52
151,female,group B,some high school,standard,completed,married,regularly,yes,0.0,private,< 5,61,73,71
325,female,group A,some high school,standard,none,,never,yes,1.0,school_bus,< 5,39,44,46
680,female,group E,high school,standard,none,married,sometimes,yes,2.0,school_bus,5 - 10,66,63,60
94,male,group C,associate's degree,standard,completed,divorced,regularly,yes,0.0,school_bus,< 5,64,63,60
699,male,group D,bachelor's degree,free/reduced,none,married,sometimes,yes,0.0,,5 - 10,49,39,38
288,male,group D,some high school,standard,none,married,regularly,yes,4.0,school_bus,< 5,64,53,54
986,male,group D,master's degree,standard,none,married,sometimes,yes,2.0,school_bus,< 5,84,72,73
551,female,group C,bachelor's degree,free/reduced,none,single,regularly,no,3.0,school_bus,5 - 10,29,40,43
932,female,group D,some high school,free/reduced,none,divorced,sometimes,no,7.0,school_bus,< 5,70,83,76
82,male,group E,associate's degree,standard,none,married,sometimes,no,6.0,,> 10,85,73,69
380,male,group C,some college,standard,none,married,sometimes,,1.0,school_bus,< 5,62,65,60
373,female,group C,,free/reduced,none,widowed,regularly,yes,1.0,,< 5,38,42,39
371,male,group B,some college,free/reduced,none,single,regularly,yes,0.0,private,,46,53,44
777,female,,associate's degree,standard,completed,married,sometimes,yes,2.0,school_bus,5 - 10,74,85,79
237,male,group C,bachelor's degree,standard,none,married,sometimes,no,3.0,school_bus,5 - 10,70,76,72
523,male,group C,some high school,free/reduced,none,married,regularly,yes,4.0,school_bus,5 - 10,60,62,53
7,female,group B,some college,standard,completed,married,never,no,1.0,school_bus,5 - 10,69,80,80
557,female,group D,high school,free/reduced,none,married,sometimes,no,7.0,private,5 - 10,60,66,67
596,female,group D,associate's degree,free/reduced,none,married,sometimes,yes,4.0,school_bus,5 - 10,42,65,66
311,female,group C,some high school,free/reduced,completed,single,sometimes,yes,2.0,school_bus,5 - 10,50,49,50
165,female,group B,some college,standard,none,divorced,sometimes,no,3.0,private,5 - 10,57,61,67
126,female,group C,some college,free/reduced,completed,single,sometimes,yes,3.0,school_bus,< 5,59,81,77
819,male,group C,high school,standard,none,divorced,sometimes,no,4.0,school_bus,5 - 10,47,41,36
587,female,group C,some high school,standard,completed,divorced,never,no,4.0,school_bus,5 - 10,43,57,57
311,male,group B,associate's degree,standard,,single,sometimes,yes,,private,5 - 10,74,80,76
272,male,group A,some college,free/reduced,none,divorced,sometimes,yes,3.0,school_bus,5 - 10,48,50,44
774,female,group B,high school,standard,none,single,sometimes,no,2.0,school_bus,5 - 10,51,63,57
275,male,group D,high school,standard,none,single,sometimes,yes,1.0,private,> 10,78,61,62
786,female,group D,some college,free/reduced,completed,divorced,never,yes,1.0,school_bus,> 10,67,74,78
529,male,group C,bachelor's degree,free/reduced,none,married,never,yes,2.0,school_bus,5 - 10,70,65,64
834,male,group C,some college,standard,completed,divorced,never,no,2.0,school_bus,> 10,79,75,76
188,male,group B,some college,standard,none,single,regularly,yes,4.0,private,< 5,67,54,57
393,male,group D,some college,standard,none,single,regularly,no,5.0,private,5 - 10,86,82,90
591,male,group D,master's degree,standard,none,divorced,regularly,no,2.0,private,> 10,77,77,77
706,male,group C,some college,standard,none,married,regularly,yes,0.0,private,< 5,72,56,61
902,female,group C,associate's degree,standard,completed,divorced,sometimes,yes,4.0,private,< 5,95,98,98
900,male,group B,high school,standard,none,married,sometimes,yes,0.0,school_bus,5 - 10,68,53,53
230,male,group D,high school,standard,none,married,sometimes,no,2.0,private,< 5,46,46,39
639,female,group D,,standard,none,married,sometimes,no,4.0,,5 - 10,49,67,62
549,female,group E,some college,standard,completed,single,sometimes,yes,3.0,school_bus,5 - 10,60,63,66
937,male,group C,high school,standard,completed,married,sometimes,yes,4.0,school_bus,5 - 10,86,75,71
926,male,,bachelor's degree,free/reduced,none,married,sometimes,yes,3.0,,> 10,50,54,49
946,male,group B,high school,free/reduced,completed,married,sometimes,yes,4.0,school_bus,< 5,67,65,63
530,female,group A,associate's degree,free/reduced,none,married,sometimes,yes,2.0,,5 - 10,64,77,74
493,male,,bachelor's degree,free/reduced,none,single,sometimes,yes,1.0,school_bus,5 - 10,66,63,63
63,female,group C,associate's degree,standard,none,single,sometimes,yes,0.0,school_bus,,71,73,69
83,male,group B,some high school,free/reduced,none,married,regularly,yes,1.0,private,< 5,50,50,46
773,male,group C,some high school,standard,none,divorced,regularly,yes,0.0,school_bus,< 5,74,68,65
345,female,group D,some college,free/reduced,none,single,never,yes,0.0,private,5 - 10,35,51,53
595,male,group B,associate's degree,free/reduced,none,married,sometimes,yes,,private,5 - 10,55,51,49
848,female,group B,associate's degree,standard,completed,single,sometimes,,4.0,private,5 - 10,64,69,72
553,female,group D,some high school,standard,none,married,sometimes,yes,1.0,private,> 10,73,69,68
916,male,group B,associate's degree,free/reduced,completed,married,never,yes,2.0,school_bus,,74,78,73
105,female,group C,some college,free/reduced,completed,married,sometimes,no,4.0,private,5 - 10,37,45,47
94,female,group B,associate's degree,standard,completed,married,sometimes,no,1.0,school_bus,5 - 10,78,98,90
305,female,group C,master's degree,free/reduced,completed,married,regularly,yes,0.0,private,,85,97,100
779,male,group D,associate's degree,free/reduced,completed,married,sometimes,no,4.0,school_bus,> 10,77,82,78
734,female,group B,some college,standard,none,widowed,regularly,no,3.0,school_bus,,50,68,72
726,female,group B,some college,free/reduced,none,married,never,yes,3.0,school_bus,5 - 10,41,54,50
898,female,group D,high school,standard,none,married,sometimes,yes,3.0,private,< 5,54,63,66
298,female,,bachelor's degree,free/reduced,completed,married,sometimes,no,,school_bus,> 10,67,87,82
40,female,group E,some college,standard,none,married,sometimes,no,2.0,school_bus,< 5,43,49,48
502,male,group E,bachelor's degree,free/reduced,none,divorced,sometimes,yes,4.0,private,> 10,77,75,65
57,male,group B,some college,standard,,married,sometimes,yes,1.0,,5 - 10,59,53,53
273,female,group D,some high school,standard,none,divorced,regularly,no,1.0,school_bus,< 5,72,68,68
662,female,group C,some college,standard,none,married,regularly,no,3.0,private,,38,48,52
286,female,group E,associate's degree,standard,none,married,sometimes,yes,4.0,,< 5,48,61,56
547,male,group C,,standard,none,single,regularly,,1.0,school_bus,5 - 10,45,45,36
968,female,group D,master's degree,standard,none,widowed,regularly,yes,2.0,school_bus,5 - 10,58,77,74
722,male,group A,high school,free/reduced,none,married,sometimes,yes,2.0,school_bus,< 5,64,57,56
790,female,group B,high school,standard,none,,sometimes,yes,,private,> 10,49,62,61
469,male,,some college,standard,none,married,regularly,yes,2.0,private,5 - 10,93,75,77
526,male,group C,associate's degree,standard,completed,single,sometimes,no,5.0,school_bus,> 10,97,87,91
25,female,group B,master's degree,free/reduced,none,married,sometimes,no,1.0,private,5 - 10,70,76,76
824,female,group C,bachelor's degree,standard,completed,married,regularly,yes,3.0,school_bus,> 10,47,64,71
353,female,group D,high school,standard,none,single,sometimes,yes,4.0,school_bus,5 - 10,60,60,60
56,female,group D,,standard,completed,divorced,never,no,1.0,school_bus,5 - 10,72,74,80
872,male,group B,associate's degree,standard,completed,married,sometimes,yes,1.0,private,5 - 10,82,84,78
175,female,group C,some college,standard,none,married,sometimes,yes,1.0,school_bus,5 - 10,68,69,65
287,female,group C,bachelor's degree,standard,completed,married,regularly,yes,3.0,school_bus,5 - 10,70,64,70
944,male,group C,bachelor's degree,standard,completed,married,regularly,yes,2.0,private,< 5,81,78,79
944,female,group C,some high school,standard,completed,married,regularly,yes,1.0,school_bus,5 - 10,82,92,93
203,male,group E,master's degree,standard,none,single,sometimes,no,4.0,,< 5,97,89,89
886,male,group C,associate's degree,standard,none,married,regularly,no,3.0,school_bus,> 10,55,63,58
807,male,,high school,standard,completed,married,never,yes,7.0,private,5 - 10,59,65,60
146,female,group D,some college,standard,completed,married,sometimes,yes,2.0,school_bus,< 5,83,94,91
361,male,group C,some high school,standard,none,married,regularly,yes,2.0,private,5 - 10,25,27,16
217,female,group B,associate's degree,standard,none,married,regularly,yes,,,5 - 10,29,39,35
638,male,,some college,standard,none,married,sometimes,yes,,school_bus,5 - 10,58,48,53
207,male,group C,master's degree,free/reduced,none,divorced,sometimes,yes,5.0,private,> 10,46,50,53
973,male,group A,some college,standard,completed,married,sometimes,no,7.0,school_bus,5 - 10,64,71,72
381,female,group B,some high school,free/reduced,none,divorced,sometimes,yes,,school_bus,< 5,50,62,59
470,female,group C,some college,standard,completed,married,sometimes,yes,2.0,private,5 - 10,80,96,98
145,male,group B,some college,free/reduced,completed,single,regularly,no,1.0,school_bus,> 10,79,69,66
236,male,,associate's degree,standard,none,married,regularly,no,1.0,private,< 5,65,63,56
449,male,group D,bachelor's degree,standard,none,married,regularly,no,2.0,,5 - 10,95,85,92
517,male,group B,bachelor's degree,free/reduced,completed,divorced,never,yes,1.0,private,> 10,85,80,81
317,male,group D,some college,standard,completed,married,sometimes,yes,,private,< 5,48,38,40
658,female,group C,associate's degree,standard,none,divorced,,no,4.0,private,< 5,64,82,81
789,male,group D,master's degree,standard,completed,married,sometimes,no,3.0,school_bus,5 - 10,70,57,62
697,male,group D,high school,free/reduced,completed,married,regularly,yes,1.0,,,61,69,64
790,male,group B,master's degree,standard,none,married,regularly,,3.0,school_bus,5 - 10,90,78,77
353,female,group C,high school,free/reduced,none,single,regularly,no,1.0,school_bus,< 5,49,62,60
389,male,,bachelor's degree,standard,none,married,regularly,yes,2.0,private,> 10,100,88,90
37,female,group D,bachelor's degree,free/reduced,none,single,,yes,3.0,private,< 5,40,65,65
950,female,group A,bachelor's degree,standard,,single,regularly,yes,,,5 - 10,36,52,51
197,male,group A,associate's degree,standard,none,divorced,sometimes,yes,1.0,school_bus,5 - 10,66,54,54
826,female,group D,associate's degree,standard,completed,divorced,regularly,no,1.0,private,,60,71,74
828,male,group C,high school,free/reduced,none,married,sometimes,no,5.0,school_bus,> 10,51,50,42
756,female,group B,associate's degree,free/reduced,completed,single,sometimes,no,1.0,private,> 10,62,77,79
36,male,group B,high school,free/reduced,none,married,sometimes,no,2.0,private,,40,45,42
999,female,group E,high school,free/reduced,completed,single,regularly,no,2.0,private,> 10,57,81,81
977,male,group B,some high school,free/reduced,none,married,never,yes,3.0,,5 - 10,50,52,45
876,male,group B,associate's degree,free/reduced,none,divorced,regularly,yes,1.0,school_bus,5 - 10,60,66,57
983,male,group C,associate's degree,standard,completed,married,regularly,yes,3.0,,5 - 10,60,66,63
153,female,group C,bachelor's degree,standard,completed,,regularly,no,1.0,private,< 5,55,65,67
106,female,group B,some high school,standard,completed,divorced,never,yes,2.0,school_bus,> 10,77,91,92
279,female,group E,high school,standard,none,married,regularly,,0.0,school_bus,< 5,77,82,81
153,male,group C,high school,standard,completed,married,never,no,1.0,school_bus,5 - 10,78,72,68
320,female,group C,some high school,standard,none,divorced,sometimes,yes,2.0,private,5 - 10,78,89,88
28,male,,some high school,standard,completed,married,sometimes,yes,3.0,private,5 - 10,63,54,53
866,male,group C,some college,standard,none,divorced,sometimes,no,1.0,school_bus,5 - 10,56,51,46
416,male,group C,high school,standard,completed,married,sometimes,yes,1.0,school_bus,5 - 10,76,83,73
613,female,group D,some college,standard,none,married,regularly,no,2.0,private,> 10,61,65,70
25,female,group D,some college,standard,none,married,regularly,no,3.0,school_bus,5 - 10,58,64,65
88,male,,associate's degree,standard,none,married,sometimes,no,2.0,school_bus,< 5,71,75,78
623,male,group C,some high school,free/reduced,completed,married,sometimes,yes,2.0,school_bus,< 5,42,47,44
871,female,group C,some college,standard,completed,married,regularly,yes,2.0,,< 5,80,79,86
958,female,group D,high school,standard,none,divorced,regularly,yes,1.0,school_bus,< 5,44,62,59
185,male,group C,some high school,free/reduced,none,divorced,sometimes,,1.0,school_bus,5 - 10,44,54,50
277,male,group A,high school,free/reduced,,married,regularly,no,3.0,,5 - 10,46,45,45
772,male,group B,associate's degree,standard,completed,married,regularly,yes,3.0,school_bus,,82,75,72
608,male,group D,high school,standard,none,married,sometimes,yes,2.0,school_bus,5 - 10,67,60,56
685,male,group E,some high school,standard,completed,divorced,sometimes,yes,3.0,school_bus,5 - 10,63,58,57
956,female,group C,associate's degree,free/reduced,completed,single,sometimes,yes,0.0,private,> 10,56,64,63
244,female,group A,associate's degree,standard,completed,married,sometimes,yes,,private,> 10,65,83,86
775,male,group C,some college,free/reduced,none,divorced,sometimes,yes,0.0,school_bus,5 - 10,62,63,59
793,male,group E,some high school,standard,completed,married,never,no,1.0,private,< 5,83,81,73
920,male,group D,master's degree,free/reduced,none,single,never,yes,0.0,school_bus,5 - 10,65,65,66
784,female,group D,high school,free/reduced,none,married,sometimes,yes,3.0,school_bus,5 - 10,38,49,47
939,male,group C,high school,standard,completed,single,regularly,yes,3.0,private,< 5,85,83,86
794,female,,master's degree,standard,completed,married,never,yes,3.0,school_bus,5 - 10,89,90,97
20,female,group E,some college,standard,completed,single,never,yes,4.0,school_bus,5 - 10,70,74,77
791,male,group C,associate's degree,standard,completed,single,sometimes,no,2.0,private,5 - 10,57,54,60
791,female,group D,some college,free/reduced,none,divorced,sometimes,yes,0.0,private,< 5,49,66,62
177,male,group A,master's degree,free/reduced,none,married,sometimes,no,2.0,private,> 10,46,53,49
61,male,group A,some high school,free/reduced,none,married,sometimes,yes,,school_bus,5 - 10,39,39,34
766,female,,high school,standard,completed,widowed,regularly,yes,1.0,,< 5,57,74,77
31,female,group D,some college,free/reduced,,married,never,yes,2.0,school_bus,> 10,59,76,77
56,female,,high school,free/reduced,none,married,never,no,,private,> 10,57,74,70
186,male,,some college,free/reduced,completed,single,sometimes,no,1.0,private,5 - 10,32,37,37
602,female,group C,,free/reduced,completed,divorced,sometimes,no,1.0,school_bus,5 - 10,81,79,85
789,male,group C,some high school,free/reduced,completed,married,never,yes,0.0,school_bus,5 - 10,52,56,51
224,male,group C,bachelor's degree,free/reduced,none,single,sometimes,yes,3.0,private,< 5,57,45,41
675,male,group E,some college,free/reduced,completed,single,regularly,yes,1.0,school_bus,< 5,83,87,85
18,male,group C,some high school,free/reduced,,divorced,sometimes,yes,1.0,school_bus,,56,61,56
607,male,group C,some college,standard,none,married,regularly,no,2.0,school_bus,< 5,67,65,57
763,male,group C,associate's degree,standard,none,single,sometimes,yes,0.0,private,> 10,58,49,47
42,male,group E,associate's degree,free/reduced,none,divorced,sometimes,no,1.0,school_bus,5 - 10,79,64,64
956,male,group C,master's degree,free/reduced,completed,married,sometimes,yes,3.0,school_bus,5 - 10,60,73,69
70,male,group D,high school,standard,none,single,,no,1.0,private,5 - 10,52,42,41
273,male,group C,some college,free/reduced,completed,married,sometimes,no,2.0,school_bus,> 10,60,53,49
702,female,group E,high school,free/reduced,completed,divorced,sometimes,yes,1.0,private,< 5,64,75,74
326,male,group D,high school,standard,completed,married,regularly,yes,1.0,school_bus,5 - 10,88,73,75
488,female,group A,some college,standard,none,married,sometimes,no,1.0,private,> 10,78,88,90
627,male,group C,associate's degree,free/reduced,none,married,sometimes,yes,2.0,school_bus,,64,59,50
29,male,group C,bachelor's degree,standard,none,married,regularly,yes,2.0,private,< 5,54,55,51
500,male,group C,master's degree,standard,none,married,sometimes,yes,0.0,school_bus,> 10,65,62,61
102,female,group C,associate's degree,standard,none,married,sometimes,yes,0.0,school_bus,> 10,36,36,43
627,female,group C,some high school,free/reduced,none,married,sometimes,yes,1.0,private,5 - 10,45,58,57
215,female,group C,associate's degree,standard,none,single,regularly,yes,0.0,private,5 - 10,90,98,96
475,female,group E,master's degree,standard,none,married,regularly,yes,2.0,school_bus,5 - 10,97,100,100
600,female,group C,high school,free/reduced,completed,widowed,regularly,yes,1.0,private,5 - 10,57,73,71
975,male,group D,some high school,standard,none,single,sometimes,yes,2.0,school_bus,5 - 10,49,48,44
887,male,group C,bachelor's degree,free/reduced,completed,divorced,regularly,yes,3.0,school_bus,5 - 10,66,78,72
677,male,group E,some college,standard,none,,regularly,no,6.0,private,< 5,74,66,65
519,female,group C,some college,standard,none,married,sometimes,yes,3.0,private,5 - 10,61,74,68
823,male,group B,associate's degree,free/reduced,completed,,sometimes,yes,2.0,,5 - 10,65,58,66
156,female,group B,,standard,none,married,never,yes,0.0,private,5 - 10,49,68,61
538,male,group C,some high school,standard,none,married,sometimes,no,1.0,private,5 - 10,72,76,67
831,male,group C,some college,standard,none,widowed,regularly,no,1.0,school_bus,< 5,71,65,57
433,female,group E,some college,free/reduced,none,married,regularly,yes,4.0,school_bus,5 - 10,64,62,59
830,female,,some high school,free/reduced,completed,married,sometimes,yes,,,< 5,41,50,51
687,female,group D,high school,standard,none,single,sometimes,yes,2.0,school_bus,< 5,57,68,67
911,male,,associate's degree,standard,completed,married,sometimes,yes,0.0,school_bus,> 10,100,100,100
245,male,group A,some high school,standard,none,married,sometimes,no,2.0,private,< 5,71,54,52
73,male,group B,some college,standard,none,married,regularly,yes,4.0,school_bus,5 - 10,90,74,74
562,female,group B,associate's degree,standard,completed,married,sometimes,no,4.0,school_bus,< 5,47,63,65
86,female,group D,some high school,standard,none,single,regularly,yes,0.0,private,> 10,57,51,56
904,male,group D,associate's degree,standard,completed,married,regularly,no,1.0,private,< 5,66,68,74
15,male,group B,some high school,standard,none,married,sometimes,yes,1.0,private,< 5,67,60,60
113,male,group C,master's degree,free/reduced,none,married,sometimes,no,1.0,private,< 5,81,90,86
698,male,group C,some college,standard,none,married,regularly,yes,3.0,private,< 5,71,74,66
79,female,group D,master's degree,standard,none,married,regularly,yes,3.0,school_bus,,77,87,94
511,female,group C,some college,standard,none,divorced,sometimes,yes,5.0,private,5 - 10,73,90,77
413,female,group B,bachelor's degree,free/reduced,completed,divorced,sometimes,yes,2.0,private,,44,51,58
654,female,group D,some college,standard,completed,married,sometimes,no,1.0,private,5 - 10,84,99,97
103,male,group E,bachelor's degree,standard,none,married,sometimes,yes,4.0,school_bus,< 5,82,73,69
391,male,group B,master's degree,standard,none,divorced,regularly,yes,0.0,school_bus,< 5,84,86,85
961,female,group B,associate's degree,free/reduced,completed,divorced,regularly,yes,4.0,private,5 - 10,72,72,74
144,male,group C,some college,standard,none,single,sometimes,yes,,school_bus,> 10,59,53,47
476,female,group C,associate's degree,standard,none,,regularly,yes,2.0,,5 - 10,84,99,95
75,male,group D,some college,standard,completed,married,sometimes,yes,2.0,school_bus,5 - 10,66,61,63
851,female,group E,bachelor's degree,standard,none,married,sometimes,no,3.0,school_bus,5 - 10,59,49,51
941,female,group D,bachelor's degree,standard,none,single,,yes,1.0,,5 - 10,71,75,78
727,female,group A,bachelor's degree,free/reduced,completed,divorced,sometimes,no,3.0,school_bus,5 - 10,53,65,67
422,female,group C,some high school,standard,completed,single,never,no,2.0,private,5 - 10,42,53,53
473,male,group C,high school,standard,none,married,regularly,yes,3.0,private,> 10,58,52,46
73,female,group C,some high school,free/reduced,none,divorced,never,no,2.0,school_bus,< 5,25,43,44
285,male,group C,some high school,standard,none,divorced,sometimes,no,3.0,,5 - 10,79,71,68
205,male,group C,,standard,completed,divorced,regularly,yes,1.0,,5 - 10,80,77,69
437,male,group E,associate's degree,standard,none,,sometimes,yes,1.0,private,5 - 10,80,69,69
572,female,group C,,standard,,single,regularly,no,3.0,,> 10,64,69,66
748,female,,some high school,standard,completed,,sometimes,yes,2.0,school_bus,5 - 10,79,86,90
940,male,group C,associate's degree,standard,completed,married,sometimes,yes,2.0,private,< 5,64,75,68
617,female,,bachelor's degree,free/reduced,none,married,regularly,yes,7.0,school_bus,< 5,43,60,64
316,female,group C,bachelor's degree,standard,none,married,regularly,yes,,private,< 5,78,66,73
614,female,group C,some college,standard,completed,married,regularly,yes,,school_bus,5 - 10,78,89,91
121,male,group C,associate's degree,free/reduced,none,married,regularly,,1.0,private,5 - 10,59,48,43
366,female,group D,some college,standard,completed,divorced,sometimes,no,1.0,private,< 5,48,56,61
506,female,group C,high school,standard,completed,married,sometimes,no,2.0,private,> 10,70,84,87
785,male,group A,associate's degree,free/reduced,completed,,sometimes,no,2.0,school_bus,5 - 10,65,60,60
369,female,group C,some college,standard,none,single,sometimes,yes,,private,5 - 10,73,83,80
726,female,group C,high school,standard,completed,divorced,sometimes,yes,0.0,school_bus,5 - 10,64,69,79
221,male,group D,master's degree,standard,none,divorced,regularly,yes,2.0,school_bus,5 - 10,95,84,86
437,male,group E,some college,free/reduced,none,married,sometimes,yes,0.0,private,< 5,59,53,49
789,male,group E,high school,free/reduced,completed,married,sometimes,no,3.0,private,< 5,51,51,46
351,female,group D,,standard,none,married,sometimes,yes,3.0,school_bus,5 - 10,83,93,93
188,male,group A,some college,standard,none,married,sometimes,yes,1.0,private,5 - 10,93,87,74
722,male,group D,associate's degree,standard,completed,married,regularly,yes,2.0,school_bus,5 - 10,92,93,91
807,female,group D,some college,free/reduced,none,single,regularly,no,3.0,private,< 5,66,72,74
194,male,group B,associate's degree,standard,completed,married,never,yes,0.0,private,< 5,39,31,40
758,male,group B,high school,standard,none,married,sometimes,yes,6.0,private,< 5,78,72,67
883,female,group A,some college,standard,completed,married,sometimes,no,3.0,school_bus,5 - 10,79,90,88
242,female,group D,some college,standard,completed,single,sometimes,no,1.0,private,< 5,82,80,84
653,female,group D,some high school,standard,none,married,regularly,yes,4.0,private,< 5,63,70,70
990,male,group E,high school,free/reduced,completed,married,regularly,yes,1.0,school_bus,5 - 10,88,82,76
268,female,group D,some college,standard,none,married,regularly,no,1.0,school_bus,< 5,58,60,57
435,male,group D,some college,standard,completed,married,sometimes,yes,4.0,school_bus,5 - 10,75,78,81
216,female,group D,master's degree,free/reduced,completed,single,regularly,yes,2.0,private,5 - 10,52,56,67
520,male,group C,bachelor's degree,standard,,married,sometimes,,0.0,private,5 - 10,83,75,70
932,male,group D,bachelor's degree,free/reduced,none,widowed,regularly,yes,1.0,private,5 - 10,78,82,82
382,male,group D,high school,standard,,married,sometimes,yes,3.0,school_bus,5 - 10,89,76,73
739,female,,high school,standard,,married,sometimes,no,1.0,school_bus,< 5,44,55,59
931,female,group E,associate's degree,standard,none,single,sometimes,yes,0.0,private,5 - 10,72,81,70
682,male,group D,bachelor's degree,standard,none,single,regularly,no,1.0,school_bus,< 5,57,41,43
603,male,group C,bachelor's degree,free/reduced,completed,married,sometimes,no,3.0,private,> 10,43,44,41
36,male,group C,some college,standard,,married,sometimes,no,5.0,private,5 - 10,71,58,65
909,male,group D,master's degree,standard,none,divorced,regularly,yes,2.0,,< 5,79,78,74
502,female,group D,,free/reduced,completed,single,sometimes,no,2.0,private,5 - 10,77,97,94
315,male,group C,associate's degree,standard,completed,,regularly,yes,0.0,school_bus,> 10,89,84,84
971,male,group D,high school,standard,completed,divorced,sometimes,no,3.0,private,5 - 10,70,70,69
164,male,group B,some high school,standard,none,married,sometimes,yes,1.0,private,5 - 10,28,24,24
468,male,group E,some college,free/reduced,none,single,never,yes,0.0,private,< 5,63,65,59
984,female,,high school,standard,none,married,regularly,yes,3.0,,5 - 10,82,84,87
908,male,group A,some college,standard,none,single,regularly,,1.0,private,> 10,75,67,63
517,male,group D,master's degree,standard,none,single,regularly,yes,1.0,,< 5,81,76,76
27,female,group C,some high school,standard,,married,never,no,1.0,school_bus,5 - 10,53,67,57
164,female,group B,some college,standard,completed,married,sometimes,no,3.0,school_bus,5 - 10,81,95,100
289,male,group B,some high school,standard,none,married,never,no,1.0,school_bus,< 5,81,79,72
621,female,group B,high school,standard,none,married,regularly,yes,3.0,school_bus,> 10,60,62,67
279,male,group C,some high school,standard,none,married,sometimes,no,2.0,private,5 - 10,82,72,73
845,female,group C,some college,free/reduced,none,married,sometimes,no,1.0,school_bus,5 - 10,75,74,78
530,male,,associate's degree,free/reduced,none,married,sometimes,no,,,< 5,44,46,48
477,male,group C,some high school,standard,none,married,sometimes,yes,1.0,private,5 - 10,50,58,50
963,male,group C,some college,free/reduced,none,divorced,never,yes,4.0,private,5 - 10,53,43,42
933,male,group C,,free/reduced,completed,divorced,sometimes,yes,5.0,private,< 5,67,73,72
99,male,group D,bachelor's degree,standard,completed,married,regularly,yes,0.0,school_bus,5 - 10,77,74,73
998,female,group D,associate's degree,standard,none,married,sometimes,yes,2.0,private,< 5,50,71,62
314,female,group B,some college,standard,none,divorced,sometimes,no,2.0,school_bus,5 - 10,63,83,79
447,male,group B,associate's degree,standard,none,married,sometimes,yes,4.0,school_bus,< 5,66,65,57
181,female,group C,master's degree,standard,none,married,regularly,yes,2.0,school_bus,5 - 10,100,100,100
586,male,group C,associate's degree,standard,,married,regularly,yes,1.0,school_bus,< 5,60,55,53
935,female,group D,some college,standard,none,divorced,sometimes,yes,4.0,school_bus,5 - 10,79,90,87
870,female,group D,some college,standard,completed,,sometimes,no,3.0,school_bus,> 10,44,60,64
439,female,group D,some college,standard,none,divorced,sometimes,yes,2.0,private,5 - 10,77,81,77
996,male,group C,some high school,standard,none,married,sometimes,yes,1.0,private,> 10,56,50,54
232,male,group B,high school,standard,none,single,sometimes,yes,1.0,school_bus,> 10,72,64,59
586,male,group E,bachelor's degree,standard,none,single,sometimes,no,3.0,private,< 5,83,75,72
934,female,group E,some high school,standard,completed,married,sometimes,yes,2.0,school_bus,5 - 10,96,91,94
60,female,group E,associate's degree,standard,none,divorced,never,no,3.0,private,5 - 10,48,55,54
274,male,group D,some high school,standard,none,divorced,sometimes,yes,3.0,school_bus,5 - 10,67,56,57
44,male,group E,some high school,standard,completed,married,sometimes,yes,0.0,school_bus,> 10,78,68,68
71,female,group C,master's degree,free/reduced,none,married,regularly,yes,0.0,private,5 - 10,60,64,68
680,male,group E,high school,standard,completed,married,sometimes,no,2.0,private,5 - 10,81,71,74
297,female,group E,some college,free/reduced,none,married,sometimes,yes,0.0,private,,66,88,81
810,male,group C,some college,standard,none,married,sometimes,no,3.0,school_bus,5 - 10,98,82,84
537,female,group B,some high school,standard,completed,,regularly,no,1.0,school_bus,< 5,60,71,72
8,male,group E,associate's degree,standard,completed,married,regularly,yes,1.0,school_bus,5 - 10,84,79,75
768,male,group C,,standard,none,married,sometimes,yes,3.0,school_bus,5 - 10,72,68,64
292,female,group C,some high school,standard,none,single,sometimes,yes,3.0,school_bus,5 - 10,60,65,67
538,male,,bachelor's degree,standard,completed,,sometimes,no,2.0,school_bus,< 5,82,65,69
707,male,group B,high school,standard,none,married,regularly,yes,2.0,,> 10,85,71,72
743,male,group C,some college,free/reduced,none,married,regularly,no,1.0,school_bus,< 5,72,68,65
338,female,group C,some high school,standard,completed,single,sometimes,no,,school_bus,< 5,75,82,83
776,female,group E,associate's degree,free/reduced,none,divorced,sometimes,yes,2.0,private,5 - 10,54,60,60
886,female,group E,associate's degree,standard,completed,married,regularly,yes,,school_bus,> 10,98,100,99
844,female,group B,bachelor's degree,standard,none,married,sometimes,no,6.0,school_bus,5 - 10,68,71,72
